,name,position,age,market_value,country_from,league_from,club_from,country_to,league_to,club_to,fee,year,General_Position
1463,Hannes Wolf,Left Winger,21,11000000,Germany,Bundesliga,RB Leipzig,Germany,Bundesliga,Borussia Mönchengladbach,1000000,2020,Attack
1464,Emmanuel Dennis,Centre-Forward,23,11000000,Belgium,Others,Club Brugge KV,Germany,Bundesliga,1. FC Köln,1000000,2020,Attack
1465,Arturo Vidal,Central Midfield,33,11000000,Spain,LaLiga,FC Barcelona,Italy,Serie A,Inter Milan,1000000,2020,Midfield
1466,Tanguy Nianzou,Centre-Back,18,11000000,France,Ligue 1,Paris Saint-Germain,Germany,Bundesliga,Bayern Munich,0,2020,Defense
1467,Joshua King,Centre-Forward,29,11000000,England,Others,AFC Bournemouth,England,Premier League,Everton FC,0,2020,Attack
1468,Félix Correia,Left Winger,19,1000000,England,Others,Manchester City U23,Italy,Others,Juventus U23,10000000,2020,Attack
1469,Blaise Matuidi,Central Midfield,33,10000000,Italy,Serie A,Juventus FC,United States,Others,Inter Miami CF,0,2020,Midfield
1470,Mario Götze,Attacking Midfield,28,10000000,Germany,Bundesliga,Borussia Dortmund,Netherlands,Others,PSV Eindhoven,0,2020,Midfield
1471,Pablo Moreno,Centre-Forward,18,10000000,Italy,Others,Juventus Primavera,England,Others,Manchester City U23,10000000,2020,Attack
1472,Grégoire Defrel,Centre-Forward,29,8000000,Italy,Serie A,AS Roma,Italy,Serie A,US Sassuolo,10000000,2020,Attack
1473,Baptiste Santamaria,Central Midfield,25,7000000,France,Ligue 1,Angers SCO,Germany,Bundesliga,SC Freiburg,10000000,2020,Midfield
1474,Alfred Gomis,Goalkeeper,27,2000000,France,Ligue 1,Dijon FCO,France,Ligue 1,Stade Rennais FC,10000000,2020,Goalkeeper
1475,Ridle Baku,Right-Back,22,7000000,Germany,Bundesliga,1.FSV Mainz 05,Germany,Bundesliga,VfL Wolfsburg,10000000,2020,Defense
1476,Carlos Fernández,Centre-Forward,24,9000000,Spain,LaLiga,Sevilla FC,Spain,LaLiga,Real Sociedad,10000000,2020,Attack
1477,Karol Linetty,Central Midfield,25,10000000,Italy,Serie A,UC Sampdoria,Italy,Serie A,Torino FC,7000000,2020,Midfield
1478,Irfan Can Kahveci,Right Winger,25,10000000,Turkey,Others,Basaksehir FK,Turkey,Others,Fenerbahce,7000000,2020,Attack
1479,Mehdi Taremi,Centre-Forward,28,10000000,Portugal,Others,Rio Ave FC,Portugal,Others,FC Porto,4000000,2020,Attack
1480,Borja Mayoral,Centre-Forward,23,10000000,Spain,LaLiga,Real Madrid,Italy,Serie A,AS Roma,2000000,2020,Attack
1481,Jesse Lingard,Attacking Midfield,28,10000000,England,Premier League,Manchester United,England,Premier League,West Ham United,2000000,2020,Midfield
1482,Mario Lemina,Defensive Midfield,26,10000000,England,Premier League,Southampton FC,England,Premier League,Fulham FC,2000000,2020,Midfield
1483,Ademola Lookman,Second Striker,22,10000000,Germany,Bundesliga,RB Leipzig,England,Premier League,Fulham FC,2000000,2020,Attack
1484,M'Baye Niang,Centre-Forward,26,10000000,France,Ligue 1,Stade Rennais FC,Saudi Arabia,Others,Al-Ahli Saudi FC,1000000,2020,Attack
1485,Marco Benassi,Central Midfield,26,10000000,Italy,Serie A,ACF Fiorentina,Italy,Serie A,Hellas Verona,800000,2020,Midfield
1486,Daniele Rugani,Centre-Back,26,10000000,Italy,Serie A,Juventus FC,Italy,Serie A,Cagliari Calcio,800000,2020,Defense
1487,Alessandro Florenzi,Right-Back,29,10000000,Italy,Serie A,AS Roma,France,Ligue 1,Paris Saint-Germain,500000,2020,Defense
1488,Rony Lopes,Right Winger,24,10000000,Spain,LaLiga,Sevilla FC,France,Ligue 1,OGC Nice,0,2020,Attack
1489,Davide Zappacosta,Right-Back,28,10000000,England,Premier League,Chelsea FC,Italy,Serie A,Genoa CFC,0,2020,Defense
1490,Eddie Salcedo,Centre-Forward,18,10000000,Italy,Serie A,Inter Milan,Italy,Serie A,Hellas Verona,0,2020,Attack
1491,Michaël Cuisance,Central Midfield,21,10000000,Germany,Bundesliga,Bayern Munich,France,Ligue 1,Olympique Marseille,0,2020,Midfield
1492,William,Right-Back,25,10000000,Germany,Bundesliga,VfL Wolfsburg,Germany,Bundesliga,FC Schalke 04,0,2020,Defense
1493,Takumi Minamino,Left Winger,26,10000000,England,Premier League,Liverpool FC,England,Premier League,Southampton FC,0,2020,Attack
1494,Ki-Jana Hoever,Right-Back,18,3000000,England,Others,Liverpool FC U23,England,Premier League,Wolverhampton Wanderers,9000000,2020,Defense
1495,Vlad Chiriches,Centre-Back,30,5000000,Italy,Serie A,SSC Napoli,Italy,Serie A,US Sassuolo,9000000,2020,Defense
1496,Seko Fofana,Central Midfield,25,9000000,Italy,Serie A,Udinese Calcio,France,Ligue 1,RC Lens,8000000,2020,Midfield
1497,Matheus Pereira,Attacking Midfield,24,9000000,Portugal,Others,Sporting CP,England,Premier League,West Bromwich Albion,8000000,2020,Midfield
1498,Ibrahim Sangaré,Defensive Midfield,22,9000000,France,Others,FC Toulouse,Netherlands,Others,PSV Eindhoven,7000000,2020,Midfield
1499,Aaron Mooy,Central Midfield,29,9000000,England,Premier League,Brighton & Hove Albion,China,Others,Shanghai Port,4000000,2020,Midfield
1500,Morgan Schneiderlin,Defensive Midfield,30,9000000,England,Premier League,Everton FC,France,Ligue 1,OGC Nice,2000000,2020,Midfield
1501,Shane Duffy,Centre-Back,28,9000000,England,Premier League,Brighton & Hove Albion,Scotland,Others,Celtic FC,2000000,2020,Defense
1502,Rafinha,Attacking Midfield,27,9000000,Spain,LaLiga,FC Barcelona,France,Ligue 1,Paris Saint-Germain,1000000,2020,Midfield
1503,Alexander Nübel,Goalkeeper,23,9000000,Germany,Bundesliga,FC Schalke 04,Germany,Bundesliga,Bayern Munich,0,2020,Goalkeeper
1504,Adam Lallana,Attacking Midfield,32,9000000,England,Premier League,Liverpool FC,England,Premier League,Brighton & Hove Albion,0,2020,Midfield
1505,Pedro,Right Winger,33,9000000,England,Premier League,Chelsea FC,Italy,Serie A,AS Roma,0,2020,Attack
1506,Kenedy,Left Winger,24,9000000,England,Premier League,Chelsea FC,Spain,LaLiga,Granada CF,0,2020,Attack
1507,Ally Samatta,Centre-Forward,27,9000000,England,Premier League,Aston Villa,Turkey,Others,Fenerbahce,0,2020,Attack
1508,Valentin Mihaila,Left Winger,20,2000000,Romania,Others,Universitatea Craiova,Italy,Serie A,Parma Calcio 1913,9000000,2020,Attack
1509,Adrian Grbic,Centre-Forward,23,2000000,France,Others,Clermont Foot 63,France,Ligue 1,FC Lorient,9000000,2020,Attack
1510,Mohammed Kudus,Attacking Midfield,19,9000000,Denmark,Others,FC Nordsjaelland,Netherlands,Others,Ajax Amsterdam,9000000,2020,Midfield
1511,Enes Ünal,Centre-Forward,23,8000000,Spain,LaLiga,Villarreal CF,Spain,LaLiga,Getafe CF,9000000,2020,Attack
1512,Eldor Shomurodov,Centre-Forward,25,6000000,Russia,Others,FK Rostov,Italy,Serie A,Genoa CFC,9000000,2020,Attack
1513,Umar Sadiq,Centre-Forward,23,6000000,Serbia,Others,FK Partizan Belgrade,Spain,Others,UD Almería,9000000,2020,Attack
1514,Manu Koné,Central Midfield,19,5000000,France,Others,FC Toulouse,Germany,Bundesliga,Borussia Mönchengladbach,9000000,2020,Midfield
1515,Bouna Sarr,Right-Back,28,9000000,France,Ligue 1,Olympique Marseille,Germany,Bundesliga,Bayern Munich,8000000,2020,Defense
1516,Tiquinho Soares,Centre-Forward,29,9000000,Portugal,Others,FC Porto,China,Others,Tianjin Jinmen Tiger,5000000,2020,Attack
1517,Dalbert,Left-Back,27,9000000,Italy,Serie A,Inter Milan,France,Ligue 1,Stade Rennais FC,2000000,2020,Defense
1518,Kenny Lala,Right-Back,29,9000000,France,Ligue 1,RC Strasbourg Alsace,Greece,Others,Olympiacos Piraeus,500000,2020,Defense
1519,Adolfo Gaich,Centre-Forward,21,9000000,Russia,Others,CSKA Moscow,Italy,Serie A,Benevento Calcio,300000,2020,Attack
1520,Jeff Hendrick,Central Midfield,28,9000000,England,Premier League,Burnley FC,England,Premier League,Newcastle United,0,2020,Midfield
1521,Pedro Porro,Right-Back,20,9000000,England,Premier League,Manchester City,Portugal,Others,Sporting CP,0,2020,Defense
1522,Ethan Ampadu,Centre-Back,19,9000000,England,Premier League,Chelsea FC,England,Premier League,Sheffield United,0,2020,Defense
1523,Sebastiano Esposito,Centre-Forward,18,9000000,Italy,Serie A,Inter Milan,Italy,Others,SPAL,0,2020,Attack
1524,Roberto Pereyra,Central Midfield,29,9000000,England,Others,Watford FC,Italy,Serie A,Udinese Calcio,0,2020,Midfield
1525,Giuliano,Attacking Midfield,30,9000000,Saudi Arabia,Others,Al-Nassr FC,Turkey,Others,Basaksehir FK,0,2020,Midfield
1526,Bryan Gil,Left Winger,19,9000000,Spain,LaLiga,Sevilla FC,Spain,LaLiga,SD Eibar,0,2020,Attack
1527,Rúben Vinagre,Left-Back,21,9000000,England,Premier League,Wolverhampton Wanderers,Greece,Others,Olympiacos Piraeus,0,2020,Defense
1528,Rúben Vinagre,Left-Back,21,9000000,England,Premier League,Wolverhampton Wanderers,Portugal,Others,FC Famalicão,0,2020,Defense
1529,Sebastiano Esposito,Centre-Forward,18,9000000,Italy,Serie A,Inter Milan,Italy,Others,Venezia FC,0,2020,Attack
1530,Joshua Zirkzee,Centre-Forward,19,9000000,Germany,Bundesliga,Bayern Munich,Italy,Serie A,Parma Calcio 1913,0,2020,Attack
1531,Oussama Idrissi,Left Winger,24,9000000,Spain,LaLiga,Sevilla FC,Netherlands,Others,Ajax Amsterdam,0,2020,Attack
1532,Evanilson,Centre-Forward,20,7000000,Brazil,Others,Tombense Futebol Clube (MG),Portugal,Others,FC Porto,8000000,2020,Attack
1533,Nikola Moro,Defensive Midfield,22,6000000,Croatia,Others,GNK Dinamo Zagreb,Russia,Others,Dynamo Moscow,8000000,2020,Midfield
1534,Facundo Pellistri,Right Winger,18,1000000,Uruguay,Others,CA Peñarol,England,Premier League,Manchester United,8000000,2020,Attack
1535,Filip Stevanovic,Left Winger,18,8000000,Serbia,Others,FK Partizan Belgrade,England,Others,Manchester City U23,8000000,2020,Attack
1536,Karim Rekik,Centre-Back,25,8000000,Germany,Bundesliga,Hertha BSC,Spain,LaLiga,Sevilla FC,2000000,2020,Defense
1537,Guus Til,Attacking Midfield,22,8000000,Russia,Others,Spartak Moscow,Germany,Bundesliga,SC Freiburg,450000,2020,Midfield
1538,Max Kruse,Second Striker,32,8000000,Turkey,Others,Fenerbahce,Germany,Bundesliga,1.FC Union Berlin,0,2020,Attack
1539,Alberto Grassi,Central Midfield,25,5000000,Italy,Serie A,SSC Napoli,Italy,Serie A,Parma Calcio 1913,8000000,2020,Midfield
1540,Yann Karamoh,Left Winger,22,7000000,Italy,Serie A,Inter Milan,Italy,Serie A,Parma Calcio 1913,8000000,2020,Attack
1541,Abel Ruiz,Centre-Forward,20,4000000,Spain,Others,FC Barcelona B,Portugal,Others,SC Braga,8000000,2020,Attack
1542,Robson Bambu,Centre-Back,22,800000,Brazil,Others,Club Athletico Paranaense,France,Ligue 1,OGC Nice,8000000,2020,Defense
1543,Sven Botman,Centre-Back,20,1000000,Netherlands,Others,Ajax Amsterdam U21,France,Ligue 1,LOSC Lille,8000000,2020,Defense
1544,Bruno Fuchs,Centre-Back,21,1000000,Brazil,Others,Sport Club Internacional,Russia,Others,CSKA Moscow,8000000,2020,Defense
1545,Caio Henrique,Left-Back,23,1000000,Spain,LaLiga,Atlético de Madrid,Monaco,Ligue 1,AS Monaco,8000000,2020,Defense
1546,Sam Lammers,Centre-Forward,23,7000000,Netherlands,Others,PSV Eindhoven,Italy,Serie A,Atalanta BC,8000000,2020,Attack
1547,Luis Henrique,Left Winger,18,5000000,Brazil,Others,Três Passos Atlético Clube,France,Ligue 1,Olympique Marseille,8000000,2020,Attack
1548,Terem Moffi,Centre-Forward,21,3000000,Belgium,Others,KV Kortrijk,France,Ligue 1,FC Lorient,8000000,2020,Attack
1549,Mohamed Fares,Left Midfield,24,7000000,Italy,Others,SPAL,Italy,Serie A,SS Lazio,8000000,2020,Midfield
1550,Marley Aké,Left Winger,20,2000000,France,Ligue 1,Olympique Marseille,Italy,Others,Juventus U23,8000000,2020,Attack
1551,Franco Tongya,Right Winger,18,8000000,Italy,Others,Juventus U23,France,Others,Olympique de Marseille B,8000000,2020,Attack
1552,Elia Petrelli,Centre-Forward,19,250000,Italy,Others,Juventus U23,Italy,Serie A,Genoa CFC,8000000,2020,Attack
1553,Alexis Saelemaekers,Right Winger,21,8000000,Belgium,Others,RSC Anderlecht,Italy,Serie A,AC Milan,7000000,2020,Attack
1554,Talles Magno,Left Winger,18,8000000,Brazil,Others,Clube de Regatas Vasco da Gama,United States,Others,New York City FC,7000000,2020,Attack
1555,Sergio Rico,Goalkeeper,27,8000000,Spain,LaLiga,Sevilla FC,France,Ligue 1,Paris Saint-Germain,6000000,2020,Goalkeeper
1556,Yeferson Soteldo,Left Winger,23,8000000,Brazil,Others,Santos FC,Canada,Others,Toronto FC,5000000,2020,Attack
1557,Juan Fernando Quintero,Attacking Midfield,28,8000000,Argentina,Others,CA River Plate,China,Others,Shenzhen FC,5000000,2020,Midfield
1558,François Kamano,Left Winger,24,8000000,France,Ligue 1,FC Girondins Bordeaux,Russia,Others,Lokomotiv Moscow,5000000,2020,Attack
1559,Zé Luís,Centre-Forward,29,8000000,Portugal,Others,FC Porto,Russia,Others,Lokomotiv Moscow,5000000,2020,Attack
1560,Matías Palacios,Attacking Midfield,18,8000000,Argentina,Others,CA San Lorenzo de Almagro,Switzerland,Others,FC Basel 1893,5000000,2020,Midfield
1561,Gerónimo Rulli,Goalkeeper,28,8000000,Spain,LaLiga,Real Sociedad,Spain,LaLiga,Villarreal CF,5000000,2020,Goalkeeper
1562,Pablo,Centre-Back,29,8000000,France,Ligue 1,FC Girondins Bordeaux,Russia,Others,Lokomotiv Moscow,2000000,2020,Defense
1563,Joël Veltman,Right-Back,28,8000000,Netherlands,Others,Ajax Amsterdam,England,Premier League,Brighton & Hove Albion,1000000,2020,Defense
1564,Antonin Barak,Attacking Midfield,25,8000000,Italy,Serie A,Udinese Calcio,Italy,Serie A,Hellas Verona,500000,2020,Midfield
1565,Pol Lirola,Right-Back,23,8000000,Italy,Serie A,ACF Fiorentina,France,Ligue 1,Olympique Marseille,490000,2020,Defense
1566,Cédric Soares,Right-Back,28,8000000,England,Premier League,Southampton FC,England,Premier League,Arsenal FC,0,2020,Defense
1567,Razvan Marin,Central Midfield,24,8000000,Netherlands,Others,Ajax Amsterdam,Italy,Serie A,Cagliari Calcio,0,2020,Midfield
1568,Nacer Chadli,Left Winger,31,8000000,Monaco,Ligue 1,AS Monaco,Turkey,Others,Basaksehir FK,0,2020,Attack
1569,Adrien Silva,Central Midfield,31,8000000,England,Premier League,Leicester City,Italy,Serie A,UC Sampdoria,0,2020,Midfield
1570,Jota,Left Winger,21,8000000,Portugal,Others,SL Benfica,Spain,LaLiga,Real Valladolid CF,0,2020,Attack
1571,Panagiotis Retsos,Centre-Back,22,8000000,Germany,Bundesliga,Bayer 04 Leverkusen,France,Ligue 1,AS Saint-Étienne,0,2020,Defense
1572,Tomás Esteves,Right-Back,18,8000000,Portugal,Others,FC Porto,England,Others,Reading FC,0,2020,Defense
1573,Adam Ounas,Right Winger,23,8000000,Italy,Serie A,SSC Napoli,Italy,Serie A,Cagliari Calcio,0,2020,Attack
1574,Sofiane Boufal,Left Winger,27,8000000,England,Premier League,Southampton FC,France,Ligue 1,Angers SCO,0,2020,Attack
1575,Nathaniel Clyne,Right-Back,29,8000000,England,Premier League,Liverpool FC,England,Premier League,Crystal Palace,0,2020,Defense
1576,Sead Kolasinac,Left-Back,27,8000000,England,Premier League,Arsenal FC,Germany,Bundesliga,FC Schalke 04,0,2020,Defense
1577,Rabbi Matondo,Right Winger,20,8000000,Germany,Bundesliga,FC Schalke 04,England,Others,Stoke City,0,2020,Attack
1578,Filip Stevanovic,Left Winger,18,8000000,England,Others,Manchester City U23,Serbia,Others,FK Partizan Belgrade,0,2020,Attack
1579,Strahinja Pavlovic,Centre-Back,19,8000000,Monaco,Ligue 1,AS Monaco,Belgium,Others,Cercle Brugge ,0,2020,Defense
1580,Mathew Ryan,Goalkeeper,28,8000000,England,Premier League,Brighton & Hove Albion,England,Premier League,Arsenal FC,0,2020,Goalkeeper
1581,Jacob Bruun Larsen,Left Winger,22,8000000,Germany,Bundesliga,TSG 1899 Hoffenheim,Belgium,Others,RSC Anderlecht,0,2020,Attack
1582,Stephan El Shaarawy,Left Winger,28,8000000,China,Others,Shanghai Shenhua,Italy,Serie A,AS Roma,0,2020,Attack
1583,Adam Ounas,Right Winger,24,8000000,Italy,Serie A,SSC Napoli,Italy,Serie A,FC Crotone,0,2020,Attack
1584,Souza,Defensive Midfield,31,7000000,Saudi Arabia,Others,Al-Ahli Saudi FC,Turkey,Others,Besiktas JK,0,2020,Midfield
1585,Matheus Pereira,Central Midfield,22,1000000,Italy,Others,Juventus U23,Spain,Others,FC Barcelona B,7000000,2020,Midfield
1586,Paul Bernardoni,Goalkeeper,23,5000000,France,Ligue 1,FC Girondins Bordeaux,France,Ligue 1,Angers SCO,7000000,2020,Goalkeeper
1587,Luis Suárez,Centre-Forward,22,7000000,England,Others,Watford FC,Spain,LaLiga,Granada CF,7000000,2020,Attack
1588,Santiago Sosa,Defensive Midfield,21,7000000,Argentina,Others,CA River Plate,United States,Others,Atlanta United FC,4000000,2020,Midfield
1589,Kevin Lasagna,Centre-Forward,28,7000000,Italy,Serie A,Udinese Calcio,Italy,Serie A,Hellas Verona,150000,2020,Attack
1590,Tomás Tavares,Right-Back,19,7000000,Portugal,Others,SL Benfica,Spain,LaLiga,Deportivo Alavés,0,2020,Defense
1591,Mattia De Sciglio,Right-Back,27,7000000,Italy,Serie A,Juventus FC,France,Ligue 1,Olympique Lyon,0,2020,Defense
1592,José Callejón,Right Winger,33,7000000,Italy,Serie A,SSC Napoli,Italy,Serie A,ACF Fiorentina,0,2020,Attack
1593,Nehuén Pérez,Centre-Back,20,7000000,Spain,LaLiga,Atlético de Madrid,Spain,LaLiga,Granada CF,0,2020,Defense
1594,Gregor Kobel,Goalkeeper,22,4000000,Germany,Bundesliga,TSG 1899 Hoffenheim,Germany,Bundesliga,VfB Stuttgart,7000000,2020,Goalkeeper
1595,Leonardo Balerdi,Centre-Back,21,7000000,Germany,Bundesliga,Borussia Dortmund,France,Ligue 1,Olympique Marseille,1000000,2020,Defense
1596,Oliver Skipp,Defensive Midfield,19,7000000,England,Premier League,Tottenham Hotspur,England,Others,Norwich City,0,2020,Midfield
1597,Morgan Gibbs-White,Attacking Midfield,20,7000000,England,Premier League,Wolverhampton Wanderers,Wales,Others,Swansea City,0,2020,Midfield
1598,Francesco Cassata,Central Midfield,23,2000000,Italy,Serie A,US Sassuolo,Italy,Serie A,Genoa CFC,7000000,2020,Midfield
1599,Felix Uduokhai,Centre-Back,22,6000000,Germany,Bundesliga,VfL Wolfsburg,Germany,Bundesliga,FC Augsburg,7000000,2020,Defense
1600,Simone Muratore,Central Midfield,22,500000,Italy,Serie A,Juventus FC,Italy,Serie A,Atalanta BC,7000000,2020,Midfield
1601,Amine Gouiri,Centre-Forward,20,4000000,France,Ligue 1,Olympique Lyon,France,Ligue 1,OGC Nice,7000000,2020,Attack
1602,Leonardo Bittencourt,Attacking Midfield,26,4000000,Germany,Bundesliga,TSG 1899 Hoffenheim,Germany,Bundesliga,SV Werder Bremen,7000000,2020,Midfield
1603,Jordan Lotomba,Right-Back,21,4000000,Switzerland,Others,BSC Young Boys,France,Ligue 1,OGC Nice,7000000,2020,Defense
1604,Alexander Schwolow,Goalkeeper,28,7000000,Germany,Bundesliga,SC Freiburg,Germany,Bundesliga,Hertha BSC,7000000,2020,Goalkeeper
1605,Ciro Palmieri,Second Striker,20,75000,Italy,Others,Napoli Primavera,France,Others,LOSC Lille B,7000000,2020,Attack
1606,Ondrej Duda,Attacking Midfield,25,7000000,Germany,Bundesliga,Hertha BSC,Germany,Bundesliga,1. FC Köln,7000000,2020,Midfield
1607,Sebastian Andersson,Centre-Forward,29,7000000,Germany,Bundesliga,1.FC Union Berlin,Germany,Bundesliga,1. FC Köln,6000000,2020,Attack
1608,Pedro Gonçalves,Left Winger,22,7000000,Portugal,Others,FC Famalicão,Portugal,Others,Sporting CP,6000000,2020,Attack
1609,Simon Kjaer,Centre-Back,31,7000000,Spain,LaLiga,Sevilla FC,Italy,Serie A,AC Milan,3000000,2020,Defense
1610,Luciano Vietto,Centre-Forward,26,7000000,Portugal,Others,Sporting CP,Saudi Arabia,Others,Al-Hilal Saudi FC,3000000,2020,Attack
1611,Toni Martínez,Centre-Forward,23,7000000,Portugal,Others,FC Famalicão,Portugal,Others,FC Porto,3000000,2020,Attack
1612,Mijat Gacinovic,Attacking Midfield,25,7000000,Germany,Bundesliga,Eintracht Frankfurt,Germany,Bundesliga,TSG 1899 Hoffenheim,3000000,2020,Midfield
1613,Kaan Ayhan,Centre-Back,25,7000000,Germany,Others,Fortuna Düsseldorf,Italy,Serie A,US Sassuolo,2000000,2020,Defense
1614,Ola Aina,Right-Back,23,7000000,Italy,Serie A,Torino FC,England,Premier League,Fulham FC,2000000,2020,Defense
1615,Javi Ontiveros,Left Winger,23,7000000,Spain,LaLiga,Villarreal CF,Spain,LaLiga,SD Huesca,650000,2020,Attack
1616,Éver Banega,Central Midfield,32,7000000,Spain,LaLiga,Sevilla FC,Saudi Arabia,Others,Al-Shabab Club (Riyadh),0,2020,Midfield
