,name,position,age,market_value,country_from,league_from,club_from,country_to,league_to,club_to,fee,year,General_Position
1805,Djaniny,Centre-Forward,29,5000000,Saudi Arabia,Others,Al-Ahli Saudi FC,Turkey,Others,Trabzonspor,0,2020,Attack
1806,Diego Laxalt,Left-Back,27,5000000,Italy,Serie A,AC Milan,Scotland,Others,Celtic FC,0,2020,Defense
1807,Robin Olsen,Goalkeeper,30,5000000,Italy,Serie A,AS Roma,England,Premier League,Everton FC,0,2020,Goalkeeper
1808,Adrian Fein,Defensive Midfield,21,5000000,Germany,Bundesliga,Bayern Munich,Netherlands,Others,PSV Eindhoven,0,2020,Midfield
1809,Anthony Knockaert,Right Winger,28,5000000,England,Premier League,Fulham FC,England,Others,Nottingham Forest,0,2020,Attack
1810,Filip Benkovic,Centre-Back,23,5000000,England,Premier League,Leicester City,Belgium,Others,Oud-Heverlee Leuven,0,2020,Defense
1811,Islam Slimani,Centre-Forward,32,5000000,England,Premier League,Leicester City,France,Ligue 1,Olympique Lyon,0,2020,Attack
1812,Kevin Strootman,Central Midfield,30,5000000,France,Ligue 1,Olympique Marseille,Italy,Serie A,Genoa CFC,0,2020,Midfield
1813,Manu Koné,Central Midfield,19,5000000,Germany,Bundesliga,Borussia Mönchengladbach,France,Others,FC Toulouse,0,2020,Midfield
1814,Jordan Morris,Left Winger,26,5000000,United States,Others,Seattle Sounders FC,Wales,Others,Swansea City,0,2020,Attack
1815,Stefano Sturaro,Central Midfield,27,5000000,Italy,Serie A,Genoa CFC,Italy,Serie A,Hellas Verona,0,2020,Midfield
1816,Mesut Özil,Attacking Midfield,32,5000000,England,Premier League,Arsenal FC,Turkey,Others,Fenerbahce,0,2020,Midfield
1817,Jean Michaël Seri,Central Midfield,29,5000000,England,Premier League,Fulham FC,France,Ligue 1,FC Girondins Bordeaux,0,2020,Midfield
1818,Frédéric Guilbert,Right-Back,26,5000000,England,Premier League,Aston Villa,France,Ligue 1,RC Strasbourg Alsace,0,2020,Defense
1819,Simon Deli,Centre-Back,29,5000000,Belgium,Others,Club Brugge KV,Czech Republic,Others,SK Slavia Prague,0,2020,Defense
1820,DeAndre Yedlin,Right-Back,27,5000000,England,Premier League,Newcastle United,Turkey,Others,Galatasaray,0,2020,Defense
1821,Anthony Gordon,Left Winger,19,5000000,England,Premier League,Everton FC,England,Others,Preston North End,0,2020,Attack
1822,Cristian Ferreira,Attacking Midfield,21,5000000,Argentina,Others,CA River Plate,Argentina,Others,CA Colon,0,2020,Midfield
1823,Rúben Vinagre,Left-Back,22,5000000,England,Premier League,Wolverhampton Wanderers,Portugal,Others,Sporting CP,0,2020,Defense
1824,Jasmin Kurtic,Central Midfield,31,3000000,Italy,Others,SPAL,Italy,Serie A,Parma Calcio 1913,4000000,2020,Midfield
1825,Jens Petter Hauge,Right Winger,20,1000000,Norway,Others,FK Bodø/Glimt,Italy,Serie A,AC Milan,4000000,2020,Attack
1826,Timothée Kolodziejczak,Centre-Back,28,4000000,Mexico,Others,Tigres UANL,France,Ligue 1,AS Saint-Étienne,4000000,2020,Defense
1827,Hassane Kamara,Left-Back,26,4000000,France,Ligue 1,Stade Reims,France,Ligue 1,OGC Nice,4000000,2020,Defense
1828,Pione Sisto,Left Winger,25,4000000,Spain,LaLiga,Celta de Vigo,Denmark,Others,FC Midtjylland,2000000,2020,Attack
1829,Maicon,Centre-Back,31,4000000,Turkey,Others,Galatasaray,Saudi Arabia,Others,Al-Nassr FC,1000000,2020,Defense
1830,Dale Stephens,Central Midfield,31,4000000,England,Premier League,Brighton & Hove Albion,England,Premier League,Burnley FC,1000000,2020,Midfield
1831,Craig Dawson,Centre-Back,30,4000000,England,Others,Watford FC,England,Premier League,West Ham United,1000000,2020,Defense
1832,Dimitrios Siovas,Centre-Back,32,4000000,Spain,Others,CD Leganés,Spain,LaLiga,SD Huesca,1000000,2020,Defense
1833,Carlos Eduardo,Attacking Midfield,30,4000000,Saudi Arabia,Others,Al-Hilal Saudi FC,United Arab Emirates,Others,FC Shabab Al-Ahli Dubai,0,2020,Midfield
1834,Thiago Silva,Centre-Back,35,4000000,France,Ligue 1,Paris Saint-Germain,England,Premier League,Chelsea FC,0,2020,Defense
1835,Lisandro Magallán,Centre-Back,26,4000000,Netherlands,Others,Ajax Amsterdam,Italy,Serie A,FC Crotone,0,2020,Defense
1836,Florian Lejeune,Centre-Back,29,4000000,England,Premier League,Newcastle United,Spain,LaLiga,Deportivo Alavés,0,2020,Defense
1837,Jordon Ibe,Right Winger,24,4000000,England,Others,AFC Bournemouth,England,Others,Derby County,0,2020,Attack
1838,Guido Carrillo,Centre-Forward,29,4000000,England,Premier League,Southampton FC,Spain,LaLiga,Elche CF,0,2020,Attack
1839,Jérémy Gélin,Centre-Back,23,4000000,France,Ligue 1,Stade Rennais FC,Belgium,Others,Royal Antwerp FC,0,2020,Defense
1840,Bernardo,Centre-Back,25,4000000,England,Premier League,Brighton & Hove Albion,Austria,Bundesliga,Red Bull Salzburg,0,2020,Defense
1841,Santiago Cáseres,Defensive Midfield,23,4000000,Spain,LaLiga,Villarreal CF,Argentina,Others,CA Vélez Sarsfield,0,2020,Midfield
1842,Alex Vigo,Right-Back,21,4000000,Argentina,Others,CA Colon,Argentina,Others,CA River Plate,1000000,2020,Defense
1843,Jun-ho Son,Defensive Midfield,28,1000000,"Korea, South",Others,Jeonbuk Hyundai Motors,China,Others,Shandong Taishan,4000000,2020,Midfield
1844,Andrea La Mantia,Centre-Forward,29,1000000,Italy,Others,US Lecce,Italy,Others,Empoli FC ,4000000,2020,Attack
1845,Aleksandr Sobolev,Centre-Forward,23,3000000,Russia,Others,Krylya Sovetov Samara,Russia,Others,Spartak Moscow,4000000,2020,Attack
1846,Daniel Muñoz,Right-Back,24,1000000,Colombia,Others,Atlético Nacional,Belgium,Others,KRC Genk,4000000,2020,Defense
1847,Kévin N'Doram,Defensive Midfield,24,2000000,Monaco,Ligue 1,AS Monaco,France,Ligue 1,FC Metz,4000000,2020,Midfield
1848,Valon Berisha,Central Midfield,27,4000000,Italy,Serie A,SS Lazio,France,Ligue 1,Stade Reims,4000000,2020,Midfield
1849,Oumar Solet,Centre-Back,20,900000,France,Ligue 1,Olympique Lyon,Austria,Bundesliga,Red Bull Salzburg,4000000,2020,Defense
1850,Issa Kaboré,Right-Back,19,1000000,Belgium,Others,KV Mechelen,England,Premier League,Manchester City,4000000,2020,Defense
1851,Gustavo Maia,Left Winger,19,4000000,Brazil,Others,São Paulo Futebol Clube,Spain,Others,FC Barcelona B,4000000,2020,Attack
1852,Mirko Maric,Centre-Forward,25,4000000,Croatia,Others,NK Osijek,Italy,Others,AC Monza,4000000,2020,Attack
1853,Albian Hajdari,Centre-Back,17,4000000,Switzerland,Others,FC Basel 1893 U18,Italy,Others,Juventus Primavera,4000000,2020,Defense
1854,Jailson,Defensive Midfield,25,3000000,Turkey,Others,Fenerbahce,China,Others,Dalian Professional,4000000,2020,Midfield
1855,Víctor Dávila,Centre-Forward,23,4000000,Mexico,Others,CF Pachuca,Mexico,Others,Club León FC,4000000,2020,Attack
1856,Aleksandr Kokorin,Centre-Forward,29,4000000,Russia,Others,Spartak Moscow,Italy,Serie A,ACF Fiorentina,4000000,2020,Attack
1857,Filippo Romagna,Centre-Back,23,4000000,Italy,Serie A,Cagliari Calcio,Italy,Serie A,US Sassuolo,4000000,2020,Defense
1858,Adrien Tamèze,Defensive Midfield,26,4000000,France,Ligue 1,OGC Nice,Italy,Serie A,Hellas Verona,3000000,2020,Midfield
1859,Ianis Hagi,Attacking Midfield,21,4000000,Belgium,Others,KRC Genk,Scotland,Others,Rangers FC,3000000,2020,Midfield
1860,Facundo Medina,Centre-Back,21,4000000,Argentina,Others,Club Atlético Talleres,France,Ligue 1,RC Lens,3000000,2020,Defense
1861,Pedro Aquino,Defensive Midfield,25,4000000,Mexico,Others,Club León FC,Mexico,Others,CF América,3000000,2020,Midfield
1862,Steven Zuber,Left Winger,28,4000000,Germany,Bundesliga,TSG 1899 Hoffenheim,Germany,Bundesliga,Eintracht Frankfurt,3000000,2020,Attack
1863,Koray Günter,Centre-Back,26,4000000,Italy,Serie A,Genoa CFC,Italy,Serie A,Hellas Verona,2000000,2020,Defense
1864,Ben Gibson,Centre-Back,27,4000000,England,Premier League,Burnley FC,England,Others,Norwich City,2000000,2020,Defense
1865,Fabio Depaoli,Right-Back,23,4000000,Italy,Serie A,UC Sampdoria,Italy,Serie A,Atalanta BC,600000,2020,Defense
1866,Ernesto Torregrossa,Centre-Forward,28,4000000,Italy,Others,Brescia Calcio,Italy,Serie A,UC Sampdoria,500000,2020,Attack
1867,Nemanja Radonjić,Left Winger,24,4000000,France,Ligue 1,Olympique Marseille,Germany,Bundesliga,Hertha BSC,250000,2020,Attack
1868,Emiliano Rigoni,Right Winger,27,4000000,Russia,Others,Zenit St. Petersburg,Spain,LaLiga,Elche CF,100000,2020,Attack
1869,Junya Ito,Right Winger,27,4000000,Japan,Others,Kashiwa Reysol,Belgium,Others,KRC Genk,0,2020,Attack
1870,Wuilker Fariñez,Goalkeeper,22,4000000,Colombia,Others,Millonarios FC,France,Ligue 1,RC Lens,0,2020,Goalkeeper
1871,Rodrigo Battaglia,Defensive Midfield,29,4000000,Portugal,Others,Sporting CP,Spain,LaLiga,Deportivo Alavés,0,2020,Midfield
1872,Carel Eiting,Central Midfield,22,4000000,Netherlands,Others,Ajax Amsterdam,England,Others,Huddersfield Town,0,2020,Midfield
1873,Tommaso Pobega,Central Midfield,21,4000000,Italy,Serie A,AC Milan,Italy,Serie A,Spezia Calcio,0,2020,Midfield
1874,Kamil Grabara,Goalkeeper,21,4000000,England,Others,Liverpool FC U23,Denmark,Others,Aarhus GF,0,2020,Goalkeeper
1875,Jack Grealish,Left Winger,25,,England,Premier League,Aston Villa,England,Premier League,Manchester City,117000000,2021,Attack
1876,Romelu Lukaku,Centre-Forward,28,,Italy,Serie A,Inter Milan,England,Premier League,Chelsea FC,113000000,2021,Attack
1877,Jadon Sancho,Left Winger,21,,Germany,Bundesliga,Borussia Dortmund,England,Premier League,Manchester United,85000000,2021,Attack
1878,Dusan Vlahovic,Centre-Forward,22,,Italy,Serie A,ACF Fiorentina,Italy,Serie A,Juventus FC,81000000,2021,Attack
1879,Lionel Messi,Right Winger,34,,Spain,LaLiga,FC Barcelona,France,Ligue 1,Paris Saint-Germain,0,2021,Attack
1880,Raphaël Varane,Centre-Back,28,,Spain,LaLiga,Real Madrid,England,Premier League,Manchester United,40000000,2021,Defense
1881,Achraf Hakimi,Right-Back,22,,Italy,Serie A,Inter Milan,France,Ligue 1,Paris Saint-Germain,68000000,2021,Defense
1882,Dayot Upamecano,Centre-Back,22,,Germany,Bundesliga,RB Leipzig,Germany,Bundesliga,Bayern Munich,42000000,2021,Defense
1883,Antoine Griezmann,Second Striker,30,,Spain,LaLiga,FC Barcelona,Spain,LaLiga,Atlético de Madrid,10000000,2021,Attack
1884,Gianluigi Donnarumma,Goalkeeper,22,,Italy,Serie A,AC Milan,France,Ligue 1,Paris Saint-Germain,0,2021,Goalkeeper
1885,Ben White,Right-Back,23,,England,Premier League,Brighton & Hove Albion,England,Premier League,Arsenal FC,58000000,2021,Defense
1886,Ferran Torres,Left Winger,21,,England,Premier League,Manchester City,Spain,LaLiga,FC Barcelona,55000000,2021,Attack
1887,Eduardo Camavinga,Central Midfield,18,,France,Ligue 1,Stade Rennais FC,Spain,LaLiga,Real Madrid,31000000,2021,Midfield
1888,David Alaba,Centre-Back,29,,Germany,Bundesliga,Bayern Munich,Spain,LaLiga,Real Madrid,0,2021,Defense
1889,André Silva,Centre-Forward,25,,Germany,Bundesliga,Eintracht Frankfurt,Germany,Bundesliga,RB Leipzig,23000000,2021,Attack
1890,Cristiano Ronaldo,Centre-Forward,36,,Italy,Serie A,Juventus FC,England,Premier League,Manchester United,17000000,2021,Attack
1891,Memphis Depay,Centre-Forward,27,,France,Ligue 1,Olympique Lyon,Spain,LaLiga,FC Barcelona,0,2021,Attack
1892,Bruno Guimarães,Defensive Midfield,24,,France,Ligue 1,Olympique Lyon,England,Premier League,Newcastle United,42000000,2021,Midfield
1893,Marcel Sabitzer,Central Midfield,27,,Germany,Bundesliga,RB Leipzig,Germany,Bundesliga,Bayern Munich,15000000,2021,Midfield
1894,Luis Díaz,Left Winger,25,,Portugal,Others,FC Porto,England,Premier League,Liverpool FC,47000000,2021,Attack
1895,Ibrahima Konaté,Centre-Back,22,,Germany,Bundesliga,RB Leipzig,England,Premier League,Liverpool FC,40000000,2021,Defense
1896,Tammy Abraham,Centre-Forward,23,,England,Premier League,Chelsea FC,Italy,Serie A,AS Roma,40000000,2021,Attack
1897,Martin Ødegaard,Attacking Midfield,22,,Spain,LaLiga,Real Madrid,England,Premier League,Arsenal FC,35000000,2021,Midfield
1898,Nuno Mendes,Left-Back,19,,Portugal,Others,Sporting CP,France,Ligue 1,Paris Saint-Germain,7000000,2021,Defense
1899,Saúl Ñíguez,Central Midfield,26,,Spain,LaLiga,Atlético de Madrid,England,Premier League,Chelsea FC,5000000,2021,Midfield
1900,Emiliano Buendía,Right Winger,24,,England,Premier League,Norwich City,England,Premier League,Aston Villa,38000000,2021,Attack
1901,Rodrigo de Paul,Central Midfield,27,,Italy,Serie A,Udinese Calcio,Spain,LaLiga,Atlético de Madrid,35000000,2021,Midfield
1902,Tanguy Ndombélé,Central Midfield,25,,England,Premier League,Tottenham Hotspur,France,Ligue 1,Olympique Lyon,1000000,2021,Midfield
1903,Kurt Zouma,Centre-Back,26,,England,Premier League,Chelsea FC,England,Premier League,West Ham United,35000000,2021,Defense
1904,Leon Bailey,Left Winger,23,,Germany,Bundesliga,Bayer 04 Leverkusen,England,Premier League,Aston Villa,32000000,2021,Attack
1905,Angeliño,Left-Back,24,,England,Premier League,Manchester City,Germany,Bundesliga,RB Leipzig,18000000,2021,Defense
1906,Cristian Romero,Centre-Back,23,,Italy,Serie A,Juventus FC,Italy,Serie A,Atalanta BC,17000000,2021,Defense
1907,Moise Kean,Centre-Forward,21,,England,Premier League,Everton FC,Italy,Serie A,Juventus FC,7000000,2021,Attack
1908,Hakan Calhanoglu,Central Midfield,27,,Italy,Serie A,AC Milan,Italy,Serie A,Inter Milan,0,2021,Midfield
1909,Cristian Romero,Centre-Back,23,,Italy,Serie A,Atalanta BC,England,Premier League,Tottenham Hotspur,0,2021,Defense
1910,Manuel Locatelli,Defensive Midfield,23,,Italy,Serie A,US Sassuolo,Italy,Serie A,Juventus FC,0,2021,Midfield
1911,Robin Gosens,Left Midfield,27,,Italy,Serie A,Atalanta BC,Italy,Serie A,Inter Milan,0,2021,Midfield
1912,Anthony Martial,Centre-Forward,26,,England,Premier League,Manchester United,Spain,LaLiga,Sevilla FC,0,2021,Attack
1913,Fikayo Tomori,Centre-Back,23,,England,Premier League,Chelsea FC,Italy,Serie A,AC Milan,31000000,2021,Defense
1914,Patson Daka,Centre-Forward,22,,Austria,Bundesliga,Red Bull Salzburg,England,Premier League,Leicester City,30000000,2021,Attack
1915,Donyell Malen,Left Winger,22,,Netherlands,Others,PSV Eindhoven,Germany,Bundesliga,Borussia Dortmund,30000000,2021,Attack
1916,Matheus Cunha,Centre-Forward,22,,Germany,Bundesliga,Hertha BSC,Spain,LaLiga,Atlético de Madrid,30000000,2021,Attack
1917,Nikola Vlasic,Attacking Midfield,23,,Russia,Others,CSKA Moscow,England,Premier League,West Ham United,30000000,2021,Midfield
1918,Chris Wood,Centre-Forward,30,,England,Premier League,Burnley FC,England,Premier League,Newcastle United,30000000,2021,Attack
1919,Lucas Digne,Left-Back,28,,England,Premier League,Everton FC,England,Premier League,Aston Villa,30000000,2021,Defense
1920,Bryan Gil,Left Winger,20,,Spain,LaLiga,Sevilla FC,England,Premier League,Tottenham Hotspur,25000000,2021,Attack
1921,Matteo Politano,Right Winger,27,,Italy,Serie A,Inter Milan,Italy,Serie A,SSC Napoli,21000000,2021,Attack
1922,Dejan Kulusevski,Right Winger,21,,Italy,Serie A,Juventus FC,England,Premier League,Tottenham Hotspur,10000000,2021,Attack
1923,Joaquín Correa,Second Striker,27,,Italy,Serie A,SS Lazio,Italy,Serie A,Inter Milan,6000000,2021,Attack
1924,Georginio Wijnaldum,Central Midfield,30,,England,Premier League,Liverpool FC,France,Ligue 1,Paris Saint-Germain,0,2021,Midfield
1925,Danny Ings,Centre-Forward,29,,England,Premier League,Southampton FC,England,Premier League,Aston Villa,29000000,2021,Attack
1926,Joe Willock,Central Midfield,21,,England,Premier League,Arsenal FC,England,Premier League,Newcastle United,29000000,2021,Midfield
1927,Daniel James,Right Winger,23,,England,Premier League,Manchester United,England,Premier League,Leeds United,29000000,2021,Attack
1928,Aaron Ramsdale,Goalkeeper,23,,England,Others,Sheffield United,England,Premier League,Arsenal FC,28000000,2021,Goalkeeper
1929,Boubakary Soumaré,Defensive Midfield,22,,France,Ligue 1,LOSC Lille,England,Premier League,Leicester City,20000000,2021,Midfield
1930,James Rodríguez,Attacking Midfield,30,,England,Premier League,Everton FC,Qatar,Others,Al-Rayyan SC,8000000,2021,Midfield
1931,Bryan Gil,Left Winger,20,,England,Premier League,Tottenham Hotspur,Spain,LaLiga,Valencia CF,500000,2021,Attack
1932,Merih Demiral,Centre-Back,23,,Italy,Serie A,Juventus FC,Italy,Serie A,Atalanta BC,0,2021,Defense
1933,Adama Traoré,Right Winger,26,,England,Premier League,Wolverhampton Wanderers,Spain,LaLiga,FC Barcelona,0,2021,Attack
1934,Sandro Tonali,Defensive Midfield,21,,Italy,Others,Brescia Calcio,Italy,Serie A,AC Milan,14000000,2021,Midfield
1935,Denis Zakaria,Defensive Midfield,25,,Germany,Bundesliga,Borussia Mönchengladbach,Italy,Serie A,Juventus FC,10000000,2021,Midfield
1936,Marash Kumbulla,Centre-Back,21,,Italy,Serie A,Hellas Verona,Italy,Serie A,AS Roma,26000000,2021,Defense
1937,Emerson Royal,Right-Back,22,,Spain,LaLiga,FC Barcelona,England,Premier League,Tottenham Hotspur,25000000,2021,Defense
1938,Yuri Alberto,Centre-Forward,20,,Brazil,Others,Sport Club Internacional,Russia,Others,Zenit St. Petersburg,25000000,2021,Attack
1939,Weston McKennie,Central Midfield,22,,Germany,Others,FC Schalke 04,Italy,Serie A,Juventus FC,20000000,2021,Midfield
1940,Rodrigo Bentancur,Central Midfield,24,,Italy,Serie A,Juventus FC,England,Premier League,Tottenham Hotspur,19000000,2021,Midfield
1941,Ilaix Moriba,Central Midfield,18,,Spain,Others,FC Barcelona B,Germany,Bundesliga,RB Leipzig,16000000,2021,Midfield
1942,Mike Maignan,Goalkeeper,25,,France,Ligue 1,LOSC Lille,Italy,Serie A,AC Milan,15000000,2021,Goalkeeper
1943,Emerson Royal,Right-Back,22,,Spain,LaLiga,Real Betis Balompié,Spain,LaLiga,FC Barcelona,14000000,2021,Defense
1944,Roger Ibañez,Centre-Back,22,,Italy,Serie A,Atalanta BC,Italy,Serie A,AS Roma,9000000,2021,Defense
1945,Ozan Kabak,Centre-Back,21,,Germany,Others,FC Schalke 04,England,Premier League,Norwich City,3000000,2021,Defense
1946,Sardar Azmoun,Centre-Forward,27,,Russia,Others,Zenit St. Petersburg,Germany,Bundesliga,Bayer 04 Leverkusen,2000000,2021,Attack
1947,Pablo Sarabia,Right Winger,29,,France,Ligue 1,Paris Saint-Germain,Portugal,Others,Sporting CP,2000000,2021,Attack
1948,Frank Anguissa,Central Midfield,25,,England,Others,Fulham FC,Italy,Serie A,SSC Napoli,600000,2021,Midfield
1949,Héctor Bellerín,Right-Back,26,,England,Premier League,Arsenal FC,Spain,LaLiga,Real Betis Balompié,0,2021,Defense
1950,Donny van de Beek,Central Midfield,24,,England,Premier League,Manchester United,England,Premier League,Everton FC,0,2021,Midfield
1951,Dele Alli,Attacking Midfield,25,,England,Premier League,Tottenham Hotspur,England,Premier League,Everton FC,0,2021,Midfield
1952,Arnaut Danjuma,Left Winger,24,,England,Others,AFC Bournemouth,Spain,LaLiga,Villarreal CF,23000000,2021,Attack
1953,Vitaliy Mykolenko,Left-Back,22,,Ukraine,Others,Dynamo Kyiv,England,Premier League,Everton FC,23000000,2021,Defense
1954,Marc Guéhi,Centre-Back,21,,England,Others,Chelsea FC U23,England,Premier League,Crystal Palace,23000000,2021,Defense
1955,Enock Mwepu,Central Midfield,23,,Austria,Bundesliga,Red Bull Salzburg,England,Premier League,Brighton & Hove Albion,23000000,2021,Midfield
1956,Odilon Kossounou,Centre-Back,20,,Belgium,Others,Club Brugge KV,Germany,Bundesliga,Bayer 04 Leverkusen,23000000,2021,Defense
1957,Nicolás González,Left Winger,23,,Germany,Bundesliga,VfB Stuttgart,Italy,Serie A,ACF Fiorentina,24000000,2021,Attack
1958,Joachim Andersen,Centre-Back,25,,France,Ligue 1,Olympique Lyon,England,Premier League,Crystal Palace,17000000,2021,Defense
1959,Jonathan Ikoné,Right Winger,23,,France,Ligue 1,LOSC Lille,Italy,Serie A,ACF Fiorentina,14000000,2021,Attack
1960,Noa Lang,Left Winger,22,,Netherlands,Others,Ajax Amsterdam,Belgium,Others,Club Brugge KV,6000000,2021,Attack
1961,Trincão,Right Winger,21,,Spain,LaLiga,FC Barcelona,England,Premier League,Wolverhampton Wanderers,6000000,2021,Attack
1962,Tecatito,Right Winger,29,,Portugal,Others,FC Porto,Spain,LaLiga,Sevilla FC,3000000,2021,Attack
1963,Giovani Lo Celso,Central Midfield,25,,England,Premier League,Tottenham Hotspur,Spain,LaLiga,Villarreal CF,0,2021,Midfield
1964,Julián Álvarez,Centre-Forward,22,,Argentina,Others,CA River Plate,England,Premier League,Manchester City,21000000,2021,Attack
1965,Gerson,Central Midfield,24,,Brazil,Others,CR Flamengo,France,Ligue 1,Olympique Marseille,20000000,2021,Midfield
1966,Juan Musso,Goalkeeper,27,,Italy,Serie A,Udinese Calcio,Italy,Serie A,Atalanta BC,20000000,2021,Goalkeeper
1967,Jhon Córdoba,Centre-Forward,28,,Germany,Bundesliga,Hertha BSC,Russia,Others,FK Krasnodar,20000000,2021,Attack
